date,strategy,equal_weight,sp500
2025-05-09,1.0095864528920473,1.0206061415190486,0.964447835431021
2025-05-12,1.0530257539853325,1.0570175996341828,0.9958490829775709
2025-05-13,1.0537795802097798,1.065774787057419,1.0030671972802587
2025-05-14,1.0363839028261537,1.0642413527856884,1.004094754962854
2025-05-15,1.0482060939786548,1.0712856407776672,1.0082440079242585
2025-05-16,1.0565436750615205,1.0783941173505251,1.015307031739468
2025-05-19,1.0606914514673482,1.080298326854554,1.0161965555600856
2025-05-20,1.0635321541154859,1.0769602101523468,1.0122534797596097
2025-05-21,1.0447618992906287,1.0569520111921014,0.9959206376016221
2025-05-22,1.0443448829471589,1.054702347423648,0.9954775813538634
2025-05-23,1.0443612970741913,1.0507174733845774,0.9887996212597109
2025-05-27,1.069309585909705,1.0732413146608388,1.0090295279308483
2025-05-28,1.0654892422252236,1.069748168535073,1.0034079969780652
2025-05-29,1.0716737547687214,1.0705992036349623,1.0074328613778925
2025-05-30,1.0721591370491377,1.070950173535523,1.0073510727785409
2025-06-02,1.072616591520299,1.0766272179130354,1.0114832691144449
2025-06-03,1.0784392364091249,1.0848721613321264,1.0173501658652826
2025-06-04,1.081656463257476,1.0855854783723513,1.0174251318144338
2025-06-05,1.0734017647113092,1.082836518178737,1.0120557893099056
2025-06-06,1.0786745471508394,1.0963348364200733,1.0224604140683047
2025-06-09,1.0851408158029099,1.0988119927030093,1.0234010245623728
2025-06-10,1.0794594313805785,1.1048286467949475,1.0290123215398554
2025-06-11,1.0874268084304501,1.104556922069645,1.026188825996627
2025-06-12,1.091503001497349,1.107481515241221,1.0301113506434507
2025-06-13,1.0760222974253963,1.0949843641040866,1.0184748215086543
2025-06-16,1.1028170485601487,1.1074652689279219,1.0280410091198864
2025-06-17,1.1026571678823942,1.0982082156748612,1.019454620639848
2025-06-18,1.1055936703307527,1.0987310456507628,1.0191393642787667
2025-06-20,1.1033357160364068,1.0954362658803134,1.0169190076538486
2025-06-23,1.115836645130296,1.1059195020123769,1.0266880443039608
2025-06-24,1.1545297481149446,1.1236295532445748,1.0381065814445547
2025-06-25,1.1581061304643223,1.122578908871094,1.0381031701194545
2025-06-26,1.1760480535318605,1.1335338029149613,1.0464288834400135
2025-06-27,1.1666377022644188,1.1362833533846497,1.0518901653161425
2025-06-30,1.1820800911056377,1.1433837932948103,1.0573225757334972
2025-07-01,1.1573714915886584,1.1434025585120735,1.0561399275634236
2025-07-02,1.1770740803029711,1.1491887518333088,1.061151413744645
2025-07-03,1.189308636014877,1.1579761874739347,1.0700003078512894
2025-07-07,1.1927905193400106,1.1484595613884039,1.0615876473422032
2025-07-08,1.1972679772407808,1.1485570943610515,1.060827670672339
2025-07-09,1.1978597886827724,1.1526748104124689,1.0672585177043612
2025-07-10,1.2073076491053314,1.157647562320352,1.0701894283867177
2025-07-11,1.216041236933436,1.1518362788164167,1.0666604541721754
2025-07-14,1.210825255701069,1.153973066058095,1.0681616868253792
2025-07-15,1.2276480769397335,1.145749871381211,1.0639357206507476
2025-07-16,1.2293937926135199,1.1499422289294454,1.0673335668565638
2025-07-17,1.2334763145313028,1.1554976028964137,1.0730691691925727
2025-07-18,1.2329334506977574,1.1551355267195293,1.0729720712317963
2025-07-21,1.2361970677843523,1.156712878167168,1.074473303885
2025-07-22,1.2075033400971302,1.1548497698604314,1.0751583146057133
2025-07-23,1.2342570669995678,1.1671886164192111,1.083557329814399
2025-07-24,1.236775182184596,1.166000322281484,1.0843138951591633
2025-07-25,1.2412531167165572,1.1709955137570907,1.0886233139941708
2025-07-28,1.2526459127396523,1.171091472617773,1.0888158458546993
2025-07-29,1.2518745758688583,1.1714846805753492,1.0855935580869622
2025-07-30,1.2606864242386802,1.1709787594411696,1.0842371819459362
2025-07-31,1.2528380425046202,1.1596122905728867,1.0802311214356852
2025-08-01,1.22356238482224,1.1447758427503425,1.0629559215195539
2025-08-04,1.249916607980532,1.1610303424575263,1.078620809582329
2025-08-05,1.2496448245176481,1.155166383038041,1.0733810142285538
2025-08-06,1.2515085987791243,1.1621587213611348,1.0811972752664785
2025-08-07,1.2436441751063507,1.162584771002703,1.080335042046662
2025-08-08,1.2496579356029034,1.1741959572219227,1.0887613478561486
2025-08-11,1.2503671623615062,1.1728374073068355,1.0860349502736963
2025-08-12,1.2798865461236182,1.1895418378229998,1.098356490129206
2025-08-13,1.2850493023062028,1.1925157482548887,1.1019042682333247
2025-08-14,1.292577544834343,1.191749374888386,1.102238245280931
2025-08-15,1.3060430379546821,1.1871778103581152,1.0990449121750192
2025-08-18,1.3067113311392602,1.1889474890639078,1.0989341689138423
2025-08-19,1.290838437860677,1.1838415285669026,1.0924964992316197
2025-08-20,1.2759348314988563,1.1834882685489305,1.0898399090091433
2025-08-21,1.2695856679555606,1.1795554973583604,1.085475992175585
2025-08-22,1.2986586466929606,1.1970732452714594,1.101960513495951
2025-08-25,1.2915843858609575,1.1917917631226245,1.0972591250866353
2025-08-26,1.3005027863117677,1.1986190345053125,1.1017951890331723
2025-08-27,1.3108920114261664,1.2007395017833575,1.1044295640409725
2025-08-28,1.3211993773278465,1.2076848691501056,1.107915938293289
2025-08-29,1.3011341221927413,1.1986323202358733,1.1008272879383032
2025-09-02,1.289830741040716,1.1934935469192183,1.0932070532890583
2025-09-03,1.2940147181300665,1.1943967696335425,1.0987824897514642
2025-09-04,1.3193018179312335,1.2089637960501765,1.1079534628693903
2025-09-05,1.3174516851782736,1.2090408120367175,1.1044466206664731
2025-09-08,1.3479797845229695,1.2130542007905873,1.1067725619633924
2025-09-09,1.3526818619275025,1.2189733277396217,1.1097477366689992
2025-09-10,1.411377184161377,1.2290979244239308,1.113058635686288
2025-09-11,1.4098035606398325,1.243875155046567,1.122503929264094
2025-09-12,1.3996932378743885,1.239294819468512,1.1219620277914832
2025-09-15,1.4209242864142195,1.2475368316266782,1.1272426758434084
2025-09-16,1.424958636074239,1.2482863606133316,1.1257908658026308
2025-09-17,1.4276152141783742,1.2525286523177799,1.1246986593492356
2025-09-18,1.474877668274311,1.2662749164992493,1.1300849752762134
2025-09-19,1.4939586703760332,1.2706937102366838,1.1356059137400687
2025-09-22,1.5182790675862123,1.276074281906611,1.14061398859619
2025-09-23,1.5015418150990731,1.2737738010553117,1.1343381488485946
2025-09-24,1.4832302077396513,1.270270116986817,1.1311091216337086
2025-09-25,1.4704290971638991,1.2634093072067398,1.125443326657675
2025-09-26,1.4739224518479672,1.2703089529221083,1.1320855094398021
2025-09-29,1.4942877118011668,1.2790063525100446,1.1350691708566336
2025-09-30,1.5064828227267029,1.2858378494659772,1.1397125667392474
2025-10-01,1.5279413419493402,1.3023039301626747,1.1435874992407722
2025-10-02,1.5305114385960745,1.302915918320448,1.1442946419731104
2025-10-03,1.5170423545441771,1.3046374139114145,1.1443696079222618
2025-10-06,1.509375461464433,1.3089253770199467,1.148542656956316
2025-10-07,1.4698360973439226,1.303335849841165,1.1441650948223574
2025-10-08,1.4858387896385363,1.3149953905922813,1.1508329041442609
2025-10-09,1.4635610955326979,1.308952199338367,1.1476617030499743
2025-10-10,1.4017482552560894,1.2746489400356427,1.1165466739996288
2025-10-13,1.4665057234027963,1.296728746147961,1.1339633191028382
2025-10-14,1.4474712283192592,1.297355217423999,1.1321894300507789
2025-10-15,1.4975850028884963,1.3094403919707691,1.136747626008941
2025-10-16,1.5160254568640599,1.3027791110471074,1.1295924964160287
2025-10-17,1.5164098009397826,1.3073639392473486,1.1355462571523423
2025-10-20,1.5327356589656072,1.320917285996688,1.1476651143750745
2025-10-21,1.5061508705472508,1.3200363263444983,1.1477026389511755
2025-10-22,1.4970583200277838,1.3127390652454656,1.141576731101883
2025-10-23,1.5431737588450811,1.3256193131742708,1.1482291478593103
2025-10-24,1.5883507110443091,1.3385038225025618,1.157302939813409
2025-10-27,1.616982098579667,1.3522968395018977,1.1715262518107064
2025-10-28,1.6142229823219336,1.3466936464818662,1.1742066381058327
2025-10-29,1.693561853528337,1.3514080810420825,1.174155468229331
2025-10-30,1.6855566989444082,1.3419064297656542,1.1625256785416835
2025-10-31,1.6958331763585954,1.346540800461009,1.1655690797492926
2025-11-03,1.727889461791411,1.3486467508018052,1.167574689299006
2025-11-04,1.6740593708425824,1.3306355722555738,1.1538710635596428
2025-11-05,1.7117394671507211,1.3431036994518342,1.158086795758974
2025-11-06,1.6868674998062758,1.3325722365105757,1.145141482628451
2025-11-07,1.7003363177439108,1.3362588592382885,1.1465864700190285
2025-11-10,1.7204351254539836,1.3557206379877047,1.1642450695951923
2025-11-11,1.7021844349588349,1.3601566453032652,1.1666612862026877
2025-11-12,1.7158172992644694,1.3652859991773658,1.1673957195358269
2025-11-13,1.6741767153858658,1.338414134464775,1.148067317924683
2025-11-14,1.682240170811336,1.33561562081468,1.147491303201071
2025-11-17,1.658351236464293,1.3231045037133247,1.1369776824455706
2025-11-18,1.633846603868783,1.313117201320602,1.1275902981914152
2025-11-19,1.6485731797685699,1.3167046057018512,1.1318230870162471
2025-11-20,1.5884659817895208,1.2883956008425241,1.1142036760772092
2025-11-21,1.6060938176788149,1.3023479943775027,1.1251485382471946
2025-11-24,1.6366763390265813,1.3214279202156094,1.1425514548469522
2025-11-25,1.6398243463600726,1.3354820532950975,1.1529049097288495
2025-11-26,1.6766886514965307,1.346335589841589,1.160867691339977
2025-11-28,1.7055575761882134,1.357921168827224,1.1670838744998457
2025-12-01,1.6945968773848858,1.3469401830452365,1.1608711026650769
2025-12-02,1.7454401186585082,1.3541436483395397,1.163723636073182
2025-12-03,1.762910103033949,1.3655248719601436,1.1671912896389736
2025-12-04,1.7602249140204027,1.3680777249038107,1.1684522318802475
2025-12-05,1.7628754886200617,1.373710161035649,1.1707151052643403
2025-12-08,1.7516148445306077,1.367606759380838,1.166644229577187
2025-12-09,1.7504955794972434,1.36559279884502,1.1656218304837676
2025-12-10,1.7583498131545954,1.3833003146349798,1.173489261398194
2025-12-11,1.7362443028831647,1.38817023078103,1.1759293572813903
2025-12-12,1.7016590807128573,1.369260378867207,1.163389659025576
2025-12-15,1.6905392135703288,1.3694895450270956,1.1615322341100893
2025-12-16,1.6860671562102367,1.3634345191166004,1.1587632365654112
2025-12-17,1.6434824142890132,1.3466153492780129,1.1453306863669304
2025-12-18,1.6550484256198394,1.3573741557858332,1.1544180404183781
2025-12-19,1.6805986121897567,1.3720460502232112,1.1645977673293235
2025-12-22,1.6908904930598407,1.3822867967767611,1.1720936966200424
2025-12-23,1.6941518899285875,1.3849225915897159,1.1774271786094939
2025-12-24,1.6958571472867197,1.3913400635543876,1.181220239308616
2025-12-26,1.700423209470876,1.3905948261732461,1.1808607189242843
2025-12-29,1.696511558331231,1.3857077001442908,1.1767370925026563
2025-12-30,1.694168014312237,1.3825560855168226,1.1751182939380753
2025-12-31,1.6814034876971624,1.3705596226588261,1.1664721656672594
2026-01-02,1.6935709368638407,1.38640598549521,1.1686822883168773
2026-01-05,1.6896533220540255,1.3984966349754593,1.1761082438415182
2026-01-06,1.7046592290956584,1.4194443332596185,1.1833962487072327
2026-01-07,1.7030996949965593,1.4086816202878443,1.1793254562231306
2026-01-08,1.673056052972918,1.4048856994337378,1.1794157315337068
2026-01-09,1.6972461941163692,1.4193007040285377,1.1870530228084524
2026-01-12,1.702040424461275,1.4231663628677325,1.1889257570853637
2026-01-13,1.6965395155738565,1.420503173401368,1.1866202837390454
2026-01-14,1.6632508604041747,1.4167783095138737,1.1802916100539238
2026-01-15,1.6682703119460403,1.4245846053769535,1.1833366753225574
2026-01-16,1.686962512922278,1.426107111730726,1.1825766154496418
2026-01-20,1.6457825211134491,1.4065965683209631,1.1581838937197504
2026-01-21,1.6668763933153516,1.4284660928345592,1.1716046290849578
2026-01-22,1.6773275637062721,1.432385982087041,1.1780338120559557
2026-01-23,1.6716992785906901,1.422981026556528,1.1784188757770124
2026-01-26,1.6801164232849684,1.4306898856007848,1.1843181385147756
2026-01-27,1.6951225807046881,1.4388630148999988,1.1891524021968933
2026-01-28,1.6908206411835847,1.4474603732508708,1.1890552210330658
2026-01-29,1.6722529877082701,1.4537832687177512,1.1875182110678362
2026-01-30,1.6339549647966836,1.4408795554224796,1.1824096269258386
2026-02-02,1.6481816273262715,1.4601747490447101,1.188784311898286
2026-02-03,1.5948471012442484,1.4559419097333148,1.1787937887258202
2026-02-04,1.5550616288074526,1.4360376794705723,1.1728144846527813
2026-02-05,1.5466279976220796,1.4191461509344687,1.1584463161433056
2026-02-06,1.6246320711156403,1.4557181343764976,1.1812628392708417
2026-02-09,1.6489172683836222,1.4659421586642023,1.1868042456852979
2026-02-10,1.6255408184797446,1.459190007101957,1.1828833850994984
2026-02-11,1.6524221038722715,1.4660061947688894,1.1828254757758476
2026-02-12,1.616138331482711,1.4437921833301313,1.1643012316547672
2026-02-13,1.6443845588402135,1.4540622014862452,1.1648823217645037
2026-02-17,1.6341594884551869,1.4510860439967275,1.1660836906211025
2026-02-18,1.6579648748121119,1.4589263799473469,1.1725741942408512
2026-02-19,1.6415708977181296,1.4550142156954937,1.169265042487638
2026-02-20,1.6588629083575854,1.462227005954506,1.1773794200580923
2026-02-23,1.6379881099889873,1.4431385883139354,1.165151566838259
2026-02-24,1.6387461930305331,1.4535132347520696,1.1740668569797792
2026-02-25,1.6838162176819915,1.4706918620554446,1.1836194824936621
2026-02-26,1.6545224821977758,1.4668072798086276,1.1772686767969156
2026-02-27,1.6518449249310492,1.4702080990566213,1.1721600926549178
2026-03-02,1.6373798428944557,1.4678860789212793,1.1726270281783773
2026-03-03,1.5636891639480641,1.444807359060788,1.16155270206069
2026-03-04,1.6018910949658796,1.4605014744435334,1.1705617620409376
2026-03-05,1.5658546722479907,1.446071346705786,1.163951945245736
2026-03-06,1.5749854455260563,1.4261372814435265,1.1484983929330657
2026-03-09,1.572539128727991,1.4411357582677502,1.1580357090855236
2026-03-10,1.571873498289988,1.4419713605313562,1.1555631640123507
2026-03-11,1.55648592685033,1.4397175572778853,1.1545952629174816
2026-03-12,1.5211198676365716,1.415005678699204,1.1370134597575963
2026-03-13,1.5229297552971721,1.4159787511628128,1.130124163913339
2026-03-16,1.5374492677451952,1.432054159619183,1.1415733197767828
2026-03-17,1.5560085054577248,1.4402924298977544,1.1444206945957123
2026-03-18,1.5476021862906826,1.4220688725498698,1.1288479123106403
2026-03-19,1.5573921164188544,1.4242532505028598,1.125744937718356
2026-03-20,1.5537412159259096,1.4039504198336423,1.1087032055639545
2026-03-23,1.5807626728933588,1.418884140890523,1.1214014056323474
2026-03-24,1.602167760176839,1.4202772959127827,1.1172044773225924
2026-03-25,1.6093967757935472,1.4296605183831672,1.1232587473447826
2026-03-26,1.5741806415804165,1.4007584821248749,1.1037071119472093
2026-03-27,1.547591156000092,1.3785883247846946,1.0852510943281313
2026-03-30,1.5357757884538106,1.3678890826961048,1.0809689660939246
2026-03-31,1.5910560113679375,1.4106251047277376,1.1124588248900265
2026-04-01,1.599076575269452,1.4254957894346607,1.1204335045374785
2026-04-02,1.5982068766697515,1.427854283260623,1.1216893713926277
2026-04-06,1.6133237389808326,1.4355891913259824,1.1266548462865231
2026-04-07,1.6157254529299983,1.4392105347195878,1.1275102568561395
2026-04-08,1.5940215949570355,1.4812575800270427,1.1557898091238803
2026-04-09,1.5559166349195295,1.4883209625876948,1.162921059441092
2026-04-10,1.543849464658709,1.4815229263796472,1.1615970492869914
2026-04-13,1.6099222538448803,1.5044289247111344,1.1734142954490427
2026-04-14,1.6204283095888314,1.5166523418132754,1.1872404792828564
2026-04-15,1.6632617283213509,1.521418645894027,1.1967096521363632
2026-04-16,1.6910306223348355,1.526431473163898,1.1998330114761968
2026-04-17,1.7095289877822766,1.5448700030413414,1.2142795572599239
2026-04-20,1.731090894843691,1.545245984969767,1.211396405128969
2026-04-21,1.7262770336188542,1.538882896098483,1.203706196713646
2026-04-22,1.776026654220281,1.5555832222505637,1.2162970648459621
2026-04-23,1.7232019414026216,1.5540882282668962,1.211270269303316
2026-04-24,1.7396710808241718,1.5661825316317424,1.220928562692251
2026-04-27,1.7273178810631764,1.561226231986522,1.222433206670555
2026-04-28,1.7055667799934022,1.5473500801848696,1.2164504080693648
2026-04-29,1.6977163618739415,1.5546819816786661,1.2159648350624315
2026-04-30,1.7087279235859738,1.5813572937510456,1.2284141748046185
2026-05-01,1.7490220599176924,1.5842588446552324,1.232011375521163
2026-05-04,1.768234129546961,1.5783006327713547,1.227006711990142
2026-05-05,1.744975465063465,1.5965917809264507,1.236970027764858
2026-05-06,1.7718736873697312,1.6253896025032246,1.2550153551231031
2026-05-07,1.7121698278866928,1.6138552714219543,1.2502424120897362
2026-05-08,1.7890064656749878,1.6276491102657826,1.2607765839988885
2026-05-11,1.8311653003276316,1.6317565975766073,1.263146789319058
2026-05-12,1.799892851609108,1.6307035942360792,1.2611224590828194
2026-05-13,1.8385365695335234,1.6345942291171787,1.2684990751980856
2026-05-14,1.846463061017873,1.64395955185429,1.278210202524547
2026-05-15,1.7991388493980172,1.6239745945403996,1.2624072805997941
2026-05-18,1.7514106384768047,1.6242100831871165,1.2614785681420508
2026-05-19,1.7487728178644375,1.618479741666341,1.2530540095966398
2026-05-20,1.7665752211100727,1.6398424955957218,1.2665770015117994
2026-05-21,1.794365493995476,1.6549410295776026,1.268749599585316
2026-05-22,1.8358884890788738,1.6691774260957588,1.2734781953923815
2026-05-26,1.9228697624171596,1.685922329415723,1.2812569318542049
2026-05-27,1.9238245759717219,1.6819330144948637,1.2814681844012583
2026-05-28,1.9346251186230417,1.6964737867784019,1.2888413891914243
2026-05-29,2.0005472525020447,1.7144010029182586,1.2916410886620033
2026-06-01,2.058690736480972,1.7262865690149394,1.295032029014568
2026-06-02,2.1483608241328804,1.7369643898765006,1.2967053255776997
2026-06-03,2.1741482456077814,1.73040926007038,1.2871459606166678
2026-06-04,2.1377361540856534,1.7388623736865956,1.2923652880198422
2026-06-05,1.9642318367855163,1.6853416380300132,1.258188220278414
2026-06-08,1.9817547613415007,1.6944753130890815,1.26193526969021
2026-06-09,1.9208965339490032,1.6932092278672273,1.2586840272606477
